Temporada,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
21/22,La Liga,2021-09-12,Real Madrid,Celta,5,2,H
21/22,La Liga,2021-09-12,Cadiz,Sociedad,0,2,A
21/22,La Liga,2021-09-12,Osasuna,Valencia,1,4,A
21/22,La Liga,2021-09-11,Levante,Rayo Vallecano,1,1,D
21/22,La Liga,2021-09-11,Ath Bilbao,Mallorca,2,0,H
21/22,La Liga,2021-08-29,Barcelona,Getafe,2,1,H
21/22,La Liga,2021-08-29,Cadiz,Osasuna,2,3,A
21/22,La Liga,2021-08-29,Rayo Vallecano,Granada,4,0,H
21/22,La Liga,2021-08-29,Ath Madrid,Villarreal,2,2,D
21/22,La Liga,2021-08-28,Betis,Real Madrid,0,1,A
21/22,La Liga,2021-08-28,Sociedad,Levante,1,0,H
21/22,La Liga,2021-08-28,Elche,Sevilla,1,1,D
21/22,La Liga,2021-08-28,Celta,Ath Bilbao,0,1,A
21/22,La Liga,2021-08-27,Valencia,Alaves,3,0,H
21/22,La Liga,2021-08-27,Mallorca,Espanol,1,0,H
21/22,La Liga,2021-08-23,Osasuna,Celta,0,0,D
21/22,La Liga,2021-08-23,Getafe,Sevilla,0,1,A
21/22,La Liga,2021-08-22,Levante,Real Madrid,3,3,D
21/22,La Liga,2021-08-22,Ath Madrid,Elche,1,0,H
21/22,La Liga,2021-08-22,Sociedad,Rayo Vallecano,1,0,H
21/22,La Liga,2021-08-21,Espanol,Villarreal,0,0,D
21/22,La Liga,2021-08-21,Alaves,Mallorca,0,1,A
21/22,La Liga,2021-08-21,Granada,Valencia,1,1,D
21/22,La Liga,2021-08-21,Ath Bilbao,Barcelona,1,1,D
21/22,La Liga,2021-08-20,Betis,Cadiz,1,1,D
21/22,La Liga,2021-08-16,Elche,Ath Bilbao,0,0,D
21/22,La Liga,2021-08-16,Villarreal,Granada,0,0,D
21/22,La Liga,2021-08-15,Sevilla,Rayo Vallecano,3,0,H
21/22,La Liga,2021-08-15,Barcelona,Sociedad,4,2,H
21/22,La Liga,2021-08-15,Celta,Ath Madrid,1,2,A
21/22,La Liga,2021-08-14,Osasuna,Espanol,0,0,D
21/22,La Liga,2021-08-14,Alaves,Real Madrid,1,4,A
21/22,La Liga,2021-08-14,Mallorca,Betis,1,1,D
21/22,La Liga,2021-08-14,Cadiz,Levante,1,1,D
21/22,La Liga,2021-08-13,Valencia,Getafe,1,0,H
20/21,La Liga,2021-05-23,Granada,Getafe,0,0,D
20/21,La Liga,2021-05-23,Sevilla,Alaves,1,0,H
20/21,La Liga,2021-05-22,Real Madrid,Villarreal,2,1,H
20/21,La Liga,2021-05-22,Osasuna,Sociedad,0,1,A
20/21,La Liga,2021-05-22,Huesca,Valencia,0,0,D
20/21,La Liga,2021-05-22,Elche,Ath Bilbao,2,0,H
20/21,La Liga,2021-05-22,Eibar,Barcelona,0,1,A
20/21,La Liga,2021-05-22,Celta,Betis,2,3,A
20/21,La Liga,2021-05-22,Valladolid,Ath Madrid,1,2,A
20/21,La Liga,2021-05-21,Levante,Cadiz,2,2,D
20/21,La Liga,2021-05-16,Cadiz,Elche,1,3,A
20/21,La Liga,2021-05-16,Betis,Huesca,1,0,H
20/21,La Liga,2021-05-16,Alaves,Granada,4,2,H
20/21,La Liga,2021-05-16,Ath Bilbao,Real Madrid,0,1,A
20/21,La Liga,2021-05-16,Ath Madrid,Osasuna,2,1,H
20/21,La Liga,2021-05-16,Barcelona,Celta,1,2,A
20/21,La Liga,2021-05-16,Getafe,Levante,2,1,H
20/21,La Liga,2021-05-16,Sociedad,Valladolid,4,1,H
20/21,La Liga,2021-05-16,Valencia,Eibar,4,1,H
20/21,La Liga,2021-05-16,Villarreal,Sevilla,4,0,H
20/21,La Liga,2021-05-13,Granada,Real Madrid,1,4,A
20/21,La Liga,2021-05-13,Eibar,Betis,1,1,D
20/21,La Liga,2021-05-13,Valladolid,Villarreal,0,2,A
20/21,La Liga,2021-05-12,Sevilla,Valencia,1,0,H
20/21,La Liga,2021-05-12,Ath Madrid,Sociedad,2,1,H
20/21,La Liga,2021-05-12,Huesca,Ath Bilbao,1,0,H
20/21,La Liga,2021-05-12,Celta,Getafe,1,0,H
20/21,La Liga,2021-05-11,Elche,Alaves,0,2,A
20/21,La Liga,2021-05-11,Osasuna,Cadiz,3,2,H
20/21,La Liga,2021-05-11,Levante,Barcelona,3,3,D
20/21,La Liga,2021-05-10,Betis,Granada,2,1,H
20/21,La Liga,2021-05-09,Real Madrid,Sevilla,2,2,D
20/21,La Liga,2021-05-09,Villarreal,Celta,2,4,A
20/21,La Liga,2021-05-09,Valencia,Valladolid,3,0,H
20/21,La Liga,2021-05-09,Getafe,Eibar,0,1,A
20/21,La Liga,2021-05-08,Ath Bilbao,Osasuna,2,2,D
20/21,La Liga,2021-05-08,Cadiz,Huesca,2,1,H
20/21,La Liga,2021-05-08,Barcelona,Ath Madrid,0,0,D
20/21,La Liga,2021-05-08,Alaves,Levante,2,2,D
20/21,La Liga,2021-05-07,Sociedad,Elche,2,0,H
20/21,La Liga,2021-05-03,Sevilla,Ath Bilbao,0,1,A
20/21,La Liga,2021-05-02,Granada,Cadiz,0,1,A
20/21,La Liga,2021-05-02,Villarreal,Getafe,1,0,H
20/21,La Liga,2021-05-02,Valladolid,Betis,1,1,D
20/21,La Liga,2021-05-02,Valencia,Barcelona,2,3,A
20/21,La Liga,2021-05-01,Real Madrid,Osasuna,2,0,H
20/21,La Liga,2021-05-01,Huesca,Sociedad,1,0,H
20/21,La Liga,2021-05-01,Elche,Ath Madrid,0,1,A
20/21,La Liga,2021-05-01,Eibar,Alaves,3,0,H
20/21,La Liga,2021-04-30,Celta,Levante,2,0,H
20/21,La Liga,2021-04-29,Barcelona,Granada,1,2,A
20/21,La Liga,2021-04-28,Ath Bilbao,Valladolid,2,2,D
20/21,La Liga,2021-04-26,Eibar,Sociedad,0,1,A
20/21,La Liga,2021-04-25,Huesca,Getafe,0,2,A
20/21,La Liga,2021-04-25,Celta,Osasuna,2,1,H
20/21,La Liga,2021-04-25,Villarreal,Barcelona,1,2,A
20/21,La Liga,2021-04-25,Sevilla,Granada,2,1,H
20/21,La Liga,2021-04-25,Ath Bilbao,Ath Madrid,2,1,H
20/21,La Liga,2021-04-24,Real Madrid,Betis,0,0,D
20/21,La Liga,2021-04-24,Valencia,Alaves,1,1,D
20/21,La Liga,2021-04-24,Valladolid,Cadiz,1,1,D
20/21,La Liga,2021-04-24,Elche,Levante,1,0,H
20/21,La Liga,2021-04-22,Ath Madrid,Huesca,2,0,H
20/21,La Liga,2021-04-22,Barcelona,Getafe,5,2,H
20/21,La Liga,2021-04-22,Sociedad,Celta,2,1,H
20/21,La Liga,2021-04-22,Granada,Eibar,4,1,H
20/21,La Liga,2021-04-21,Levante,Sevilla,0,1,A
20/21,La Liga,2021-04-21,Osasuna,Valencia,3,1,H
20/21,La Liga,2021-04-21,Betis,Ath Bilbao,0,0,D
20/21,La Liga,2021-04-21,Alaves,Villarreal,2,1,H
20/21,La Liga,2021-04-21,Elche,Valladolid,1,1,D
20/21,La Liga,2021-04-21,Cadiz,Real Madrid,0,3,A
20/21,La Liga,2021-04-18,Betis,Valencia,2,2,D
20/21,La Liga,2021-04-18,Sociedad,Sevilla,1,2,A
20/21,La Liga,2021-04-18,Alaves,Huesca,1,0,H
20/21,La Liga,2021-04-18,Ath Madrid,Eibar,5,0,H
20/21,La Liga,2021-04-18,Osasuna,Elche,2,0,H
20/21,La Liga,2021-04-18,Cadiz,Celta,0,0,D
20/21,La Liga,2021-04-18,Getafe,Real Madrid,0,0,D
20/21,La Liga,2021-04-18,Levante,Villarreal,1,5,A
20/21,La Liga,2021-04-12,Celta,Sevilla,3,4,A
20/21,La Liga,2021-04-11,Valladolid,Granada,1,2,A
20/21,La Liga,2021-04-11,Valencia,Sociedad,2,2,D
20/21,La Liga,2021-04-11,Villarreal,Osasuna,1,2,A
20/21,La Liga,2021-04-11,Betis,Ath Madrid,1,1,D
20/21,La Liga,2021-04-10,Real Madrid,Barcelona,2,1,H
20/21,La Liga,2021-04-10,Eibar,Levante,0,1,A
20/21,La Liga,2021-04-10,Ath Bilbao,Alaves,0,0,D
20/21,La Liga,2021-04-10,Getafe,Cadiz,0,1,A
20/21,La Liga,2021-04-09,Huesca,Elche,3,1,H
20/21,La Liga,2021-04-07,Sociedad,Ath Bilbao,1,1,D
20/21,La Liga,2021-04-05,Barcelona,Valladolid,1,0,H
20/21,La Liga,2021-04-04,Sevilla,Ath Madrid,1,0,H
20/21,La Liga,2021-04-04,Cadiz,Valencia,2,1,H
20/21,La Liga,2021-04-04,Elche,Betis,1,1,D
20/21,La Liga,2021-04-04,Alaves,Celta,1,3,A
20/21,La Liga,2021-04-03,Real Madrid,Eibar,2,0,H
20/21,La Liga,2021-04-03,Granada,Villarreal,0,3,A
20/21,La Liga,2021-04-03,Osasuna,Getafe,0,0,D
20/21,La Liga,2021-04-02,Levante,Huesca,0,2,A
20/21,La Liga,2021-03-21,Sociedad,Barcelona,1,6,A
20/21,La Liga,2021-03-21,Ath Madrid,Alaves,1,0,H
20/21,La Liga,2021-03-21,Villarreal,Cadiz,2,1,H
20/21,La Liga,2021-03-21,Valencia,Granada,2,1,H
20/21,La Liga,2021-03-21,Getafe,Elche,1,1,D
20/21,La Liga,2021-03-20,Valladolid,Sevilla,1,1,D
20/21,La Liga,2021-03-20,Huesca,Osasuna,0,0,D
20/21,La Liga,2021-03-20,Celta,Real Madrid,1,3,A
20/21,La Liga,2021-03-20,Ath Bilbao,Eibar,1,1,D
20/21,La Liga,2021-03-19,Betis,Levante,2,0,H
20/21,La Liga,2021-03-17,Sevilla,Elche,2,0,H
20/21,La Liga,2021-03-15,Barcelona,Huesca,4,1,H
20/21,La Liga,2021-03-14,Sevilla,Betis,1,0,H
20/21,La Liga,2021-03-14,Eibar,Villarreal,1,3,A
20/21,La Liga,2021-03-14,Granada,Sociedad,1,0,H
20/21,La Liga,2021-03-14,Celta,Ath Bilbao,0,0,D
20/21,La Liga,2021-03-13,Getafe,Ath Madrid,0,0,D
20/21,La Liga,2021-03-13,Osasuna,Valladolid,0,0,D
20/21,La Liga,2021-03-13,Real Madrid,Elche,2,1,H
20/21,La Liga,2021-03-13,Alaves,Cadiz,1,1,D
20/21,La Liga,2021-03-12,Levante,Valencia,1,0,H
20/21,La Liga,2021-03-10,Ath Madrid,Ath Bilbao,2,1,H
20/21,La Liga,2021-03-08,Betis,Alaves,3,2,H
20/21,La Liga,2021-03-07,Sociedad,Levante,1,0,H
20/21,La Liga,2021-03-07,Ath Madrid,Real Madrid,1,1,D
20/21,La Liga,2021-03-07,Huesca,Celta,3,4,A
20/21,La Liga,2021-03-07,Ath Bilbao,Granada,2,1,H
20/21,La Liga,2021-03-06,Osasuna,Barcelona,0,2,A
20/21,La Liga,2021-03-06,Cadiz,Eibar,1,0,H
20/21,La Liga,2021-03-06,Elche,Sevilla,2,1,H
20/21,La Liga,2021-03-06,Valladolid,Getafe,2,1,H
20/21,La Liga,2021-03-05,Valencia,Villarreal,2,1,H
20/21,La Liga,2021-03-01,Real Madrid,Sociedad,1,1,D
20/21,La Liga,2021-02-28,Celta,Valladolid,1,1,D
20/21,La Liga,2021-02-28,Villarreal,Ath Madrid,0,2,A
20/21,La Liga,2021-02-28,Granada,Elche,2,1,H
20/21,La Liga,2021-02-28,Cadiz,Betis,0,1,A
20/21,La Liga,2021-02-27,Alaves,Osasuna,0,1,A
20/21,La Liga,2021-02-27,Eibar,Huesca,1,1,D
20/21,La Liga,2021-02-27,Sevilla,Barcelona,0,2,A
20/21,La Liga,2021-02-27,Getafe,Valencia,3,0,H
20/21,La Liga,2021-02-26,Levante,Ath Bilbao,1,1,D
20/21,La Liga,2021-02-24,Barcelona,Elche,3,0,H
20/21,La Liga,2021-02-22,Osasuna,Sevilla,0,2,A
20/21,La Liga,2021-02-21,Ath Bilbao,Villarreal,1,1,D
20/21,La Liga,2021-02-21,Huesca,Granada,3,2,H
20/21,La Liga,2021-02-21,Sociedad,Alaves,4,0,H
20/21,La Liga,2021-02-21,Barcelona,Cadiz,1,1,D
20/21,La Liga,2021-02-20,Valencia,Celta,2,0,H
20/21,La Liga,2021-02-20,Valladolid,Real Madrid,0,1,A
20/21,La Liga,2021-02-20,Ath Madrid,Levante,0,2,A
20/21,La Liga,2021-02-20,Elche,Eibar,1,0,H
20/21,La Liga,2021-02-19,Betis,Getafe,1,0,H
20/21,La Liga,2021-02-17,Levante,Ath Madrid,1,1,D
20/21,La Liga,2021-02-15,Cadiz,Ath Bilbao,0,4,A
20/21,La Liga,2021-02-14,Villarreal,Betis,1,2,A
20/21,La Liga,2021-02-14,Levante,Osasuna,0,1,A
20/21,La Liga,2021-02-14,Real Madrid,Valencia,2,0,H
20/21,La Liga,2021-02-14,Getafe,Sociedad,0,1,A
20/21,La Liga,2021-02-13,Sevilla,Huesca,1,0,H
20/21,La Liga,2021-02-13,Granada,Ath Madrid,1,2,A
20/21,La Liga,2021-02-13,Barcelona,Alaves,5,1,H
20/21,La Liga,2021-02-13,Eibar,Valladolid,1,1,D
20/21,La Liga,2021-02-12,Celta,Elche,3,1,H
20/21,La Liga,2021-02-09,Real Madrid,Getafe,2,0,H
20/21,La Liga,2021-02-08,Ath Madrid,Celta,2,2,D
20/21,La Liga,2021-02-07,Sociedad,Cadiz,4,1,H
20/21,La Liga,2021-02-07,Ath Bilbao,Valencia,1,1,D
20/21,La Liga,2021-02-07,Osasuna,Eibar,2,1,H
20/21,La Liga,2021-02-07,Betis,Barcelona,2,3,A
20/21,La Liga,2021-02-06,Sevilla,Getafe,3,0,H
20/21,La Liga,2021-02-06,Elche,Villarreal,2,2,D
20/21,La Liga,2021-02-06,Huesca,Real Madrid,1,2,A
20/21,La Liga,2021-02-06,Levante,Granada,2,2,D
20/21,La Liga,2021-02-05,Alaves,Valladolid,1,0,H
20/21,La Liga,2021-02-01,Betis,Osasuna,1,0,H
20/21,La Liga,2021-01-31,Barcelona,Ath Bilbao,2,1,H
20/21,La Liga,2021-01-31,Granada,Celta,0,0,D
20/21,La Liga,2021-01-31,Cadiz,Ath Madrid,2,4,A
20/21,La Liga,2021-01-31,Getafe,Alaves,0,0,D
20/21,La Liga,2021-01-30,Valencia,Elche,1,0,H
20/21,La Liga,2021-01-30,Real Madrid,Levante,1,2,A
20/21,La Liga,2021-01-30,Villarreal,Sociedad,1,1,D
20/21,La Liga,2021-01-30,Eibar,Sevilla,0,2,A
20/21,La Liga,2021-01-29,Valladolid,Huesca,1,3,A
20/21,La Liga,2021-01-25,Ath Bilbao,Getafe,5,1,H
20/21,La Liga,2021-01-24,Osasuna,Granada,3,1,H
20/21,La Liga,2021-01-24,Elche,Barcelona,0,2,A
20/21,La Liga,2021-01-24,Celta,Eibar,1,1,D
20/21,La Liga,2021-01-24,Ath Madrid,Valencia,3,1,H
20/21,La Liga,2021-01-23,Huesca,Villarreal,0,0,D
20/21,La Liga,2021-01-23,Sevilla,Cadiz,3,0,H
20/21,La Liga,2021-01-23,Sociedad,Betis,2,2,D
20/21,La Liga,2021-01-23,Alaves,Real Madrid,1,4,A
20/21,La Liga,2021-01-22,Levante,Valladolid,2,2,D
20/21,La Liga,2021-01-21,Valencia,Osasuna,1,1,D
20/21,La Liga,2021-01-21,Eibar,Ath Madrid,1,2,A
20/21,La Liga,2021-01-20,Villarreal,Granada,2,2,D
20/21,La Liga,2021-01-20,Betis,Celta,2,1,H
20/21,La Liga,2021-01-20,Getafe,Huesca,1,0,H
20/21,La Liga,2021-01-19,Alaves,Sevilla,1,2,A
20/21,La Liga,2021-01-19,Valladolid,Elche,2,2,D
20/21,La Liga,2021-01-19,Cadiz,Levante,2,2,D
20/21,La Liga,2021-01-12,Ath Madrid,Sevilla,2,0,H
20/21,La Liga,2021-01-12,Granada,Osasuna,2,0,H
20/21,La Liga,2021-01-11,Huesca,Betis,0,2,A
20/21,La Liga,2021-01-11,Elche,Getafe,1,3,A
20/21,La Liga,2021-01-10,Cadiz,Alaves,3,1,H
20/21,La Liga,2021-01-10,Levante,Eibar,2,1,H
20/21,La Liga,2021-01-10,Valladolid,Valencia,0,1,A
20/21,La Liga,2021-01-09,Osasuna,Real Madrid,0,0,D
20/21,La Liga,2021-01-09,Granada,Barcelona,0,4,A
20/21,La Liga,2021-01-09,Sevilla,Sociedad,3,2,H
20/21,La Liga,2021-01-08,Celta,Villarreal,0,4,A
20/21,La Liga,2021-01-06,Ath Bilbao,Barcelona,2,3,A
20/21,La Liga,2021-01-04,Valencia,Cadiz,1,1,D
20/21,La Liga,2021-01-03,Eibar,Granada,2,0,H
20/21,La Liga,2021-01-03,Ath Bilbao,Elche,1,0,H
20/21,La Liga,2021-01-03,Alaves,Ath Madrid,1,2,A
20/21,La Liga,2021-01-03,Huesca,Barcelona,0,1,A
20/21,La Liga,2021-01-03,Sociedad,Osasuna,1,1,D
20/21,La Liga,2021-01-02,Real Madrid,Celta,2,0,H
20/21,La Liga,2021-01-02,Getafe,Valladolid,0,1,A
20/21,La Liga,2021-01-02,Betis,Sevilla,1,1,D
20/21,La Liga,2021-01-02,Villarreal,Levante,2,1,H
20/21,La Liga,2020-12-31,Osasuna,Alaves,1,1,D
20/21,La Liga,2020-12-31,Ath Bilbao,Sociedad,0,1,A
20/21,La Liga,2020-12-30,Ath Madrid,Getafe,1,0,H
20/21,La Liga,2020-12-30,Granada,Valencia,2,1,H
20/21,La Liga,2020-12-30,Elche,Real Madrid,1,1,D
20/21,La Liga,2020-12-30,Celta,Huesca,2,1,H
20/21,La Liga,2020-12-29,Levante,Betis,4,3,H
20/21,La Liga,2020-12-29,Cadiz,Valladolid,0,0,D
20/21,La Liga,2020-12-29,Barcelona,Eibar,1,1,D
20/21,La Liga,2020-12-29,Sevilla,Villarreal,2,0,H
20/21,La Liga,2020-12-23,Real Madrid,Granada,2,0,H
20/21,La Liga,2020-12-23,Getafe,Celta,1,1,D
20/21,La Liga,2020-12-23,Betis,Cadiz,1,0,H
20/21,La Liga,2020-12-23,Alaves,Eibar,2,1,H
20/21,La Liga,2020-12-22,Villarreal,Ath Bilbao,1,1,D
20/21,La Liga,2020-12-22,Valladolid,Barcelona,0,3,A
20/21,La Liga,2020-12-22,Sociedad,Ath Madrid,0,2,A
20/21,La Liga,2020-12-22,Huesca,Levante,1,1,D
20/21,La Liga,2020-12-22,Valencia,Sevilla,0,1,A
20/21,La Liga,2020-12-22,Elche,Osasuna,2,2,D
20/21,La Liga,2020-12-20,Granada,Betis,2,0,H
20/21,La Liga,2020-12-20,Celta,Alaves,2,0,H
20/21,La Liga,2020-12-20,Eibar,Real Madrid,1,3,A
20/21,La Liga,2020-12-20,Cadiz,Getafe,0,2,A
20/21,La Liga,2020-12-19,Sevilla,Valladolid,1,1,D
20/21,La Liga,2020-12-19,Osasuna,Villarreal,1,3,A
20/21,La Liga,2020-12-19,Levante,Sociedad,2,1,H
20/21,La Liga,2020-12-19,Barcelona,Valencia,2,2,D
20/21,La Liga,2020-12-19,Ath Madrid,Elche,3,1,H
20/21,La Liga,2020-12-18,Ath Bilbao,Huesca,2,0,H
20/21,La Liga,2020-12-16,Barcelona,Sociedad,2,1,H
20/21,La Liga,2020-12-15,Real Madrid,Ath Bilbao,3,1,H
20/21,La Liga,2020-12-14,Celta,Cadiz,4,0,H
20/21,La Liga,2020-12-13,Barcelona,Levante,1,0,H
20/21,La Liga,2020-12-13,Elche,Granada,0,1,A
20/21,La Liga,2020-12-13,Betis,Villarreal,1,1,D
20/21,La Liga,2020-12-13,Sociedad,Eibar,1,1,D
20/21,La Liga,2020-12-12,Getafe,Sevilla,0,1,A
20/21,La Liga,2020-12-12,Real Madrid,Ath Madrid,2,0,H
20/21,La Liga,2020-12-12,Huesca,Alaves,1,0,H
20/21,La Liga,2020-12-12,Valencia,Ath Bilbao,2,2,D
20/21,La Liga,2020-12-11,Valladolid,Osasuna,3,2,H
20/21,La Liga,2020-12-07,Eibar,Valencia,0,0,D
20/21,La Liga,2020-12-06,Granada,Huesca,3,3,D
20/21,La Liga,2020-12-06,Alaves,Sociedad,0,0,D
20/21,La Liga,2020-12-06,Villarreal,Elche,0,0,D
20/21,La Liga,2020-12-06,Osasuna,Betis,0,2,A
20/21,La Liga,2020-12-05,Ath Madrid,Valladolid,2,0,H
20/21,La Liga,2020-12-05,Levante,Getafe,3,0,H
20/21,La Liga,2020-12-05,Sevilla,Real Madrid,0,1,A
20/21,La Liga,2020-12-05,Cadiz,Barcelona,2,1,H
20/21,La Liga,2020-12-04,Ath Bilbao,Celta,0,2,A
20/21,La Liga,2020-11-30,Betis,Eibar,0,2,A
20/21,La Liga,2020-11-29,Sociedad,Villarreal,1,1,D
20/21,La Liga,2020-11-29,Celta,Granada,3,1,H
20/21,La Liga,2020-11-29,Getafe,Ath Bilbao,1,1,D
20/21,La Liga,2020-11-29,Barcelona,Osasuna,4,0,H
20/21,La Liga,2020-11-28,Valencia,Ath Madrid,0,1,A
20/21,La Liga,2020-11-28,Elche,Cadiz,1,1,D
20/21,La Liga,2020-11-28,Huesca,Sevilla,0,1,A
20/21,La Liga,2020-11-28,Real Madrid,Alaves,1,2,A
20/21,La Liga,2020-11-27,Valladolid,Levante,1,1,D
20/21,La Liga,2020-11-23,Ath Bilbao,Betis,4,0,H
20/21,La Liga,2020-11-22,Alaves,Valencia,2,2,D
20/21,La Liga,2020-11-22,Granada,Valladolid,1,3,A
20/21,La Liga,2020-11-22,Cadiz,Sociedad,0,1,A
20/21,La Liga,2020-11-22,Eibar,Getafe,0,0,D
20/21,La Liga,2020-11-21,Villarreal,Real Madrid,1,1,D
20/21,La Liga,2020-11-21,Levante,Elche,1,1,D
20/21,La Liga,2020-11-21,Sevilla,Celta,4,2,H
20/21,La Liga,2020-11-21,Ath Madrid,Barcelona,1,0,H
20/21,La Liga,2020-11-20,Osasuna,Huesca,1,1,D
20/21,La Liga,2020-11-08,Valencia,Real Madrid,4,1,H
20/21,La Liga,2020-11-08,Valladolid,Ath Bilbao,2,1,H
20/21,La Liga,2020-11-08,Levante,Alaves,1,1,D
20/21,La Liga,2020-11-08,Sociedad,Granada,2,0,H
20/21,La Liga,2020-11-08,Getafe,Villarreal,1,3,A
20/21,La Liga,2020-11-07,Sevilla,Osasuna,1,0,H
20/21,La Liga,2020-11-07,Huesca,Eibar,1,1,D
20/21,La Liga,2020-11-07,Barcelona,Betis,5,2,H
20/21,La Liga,2020-11-07,Ath Madrid,Cadiz,4,0,H
20/21,La Liga,2020-11-06,Elche,Celta,1,1,D
20/21,La Liga,2020-11-02,Villarreal,Valladolid,2,0,H
20/21,La Liga,2020-11-01,Valencia,Getafe,2,2,D
20/21,La Liga,2020-11-01,Granada,Levante,1,1,D
20/21,La Liga,2020-11-01,Celta,Sociedad,1,4,A
20/21,La Liga,2020-11-01,Betis,Elche,3,1,H
20/21,La Liga,2020-10-31,Real Madrid,Huesca,4,1,H
20/21,La Liga,2020-10-31,Ath Bilbao,Sevilla,2,1,H
20/21,La Liga,2020-10-31,Alaves,Barcelona,1,1,D
20/21,La Liga,2020-10-31,Osasuna,Ath Madrid,1,3,A
20/21,La Liga,2020-10-30,Eibar,Cadiz,0,2,A
20/21,La Liga,2020-10-26,Levante,Celta,1,1,D
20/21,La Liga,2020-10-25,Sociedad,Huesca,4,1,H
20/21,La Liga,2020-10-25,Getafe,Granada,0,1,A
20/21,La Liga,2020-10-25,Cadiz,Villarreal,0,0,D
20/21,La Liga,2020-10-25,Valladolid,Alaves,0,2,A
20/21,La Liga,2020-10-24,Ath Madrid,Betis,2,0,H
20/21,La Liga,2020-10-24,Sevilla,Eibar,0,1,A
20/21,La Liga,2020-10-24,Osasuna,Ath Bilbao,1,0,H
20/21,La Liga,2020-10-24,Barcelona,Real Madrid,1,3,A
20/21,La Liga,2020-10-23,Elche,Valencia,2,1,H
20/21,La Liga,2020-10-18,Alaves,Elche,0,2,A
20/21,La Liga,2020-10-18,Ath Bilbao,Levante,2,0,H
20/21,La Liga,2020-10-18,Villarreal,Valencia,2,1,H
20/21,La Liga,2020-10-18,Eibar,Osasuna,0,0,D
20/21,La Liga,2020-10-18,Huesca,Valladolid,2,2,D
20/21,La Liga,2020-10-18,Betis,Sociedad,0,3,A
20/21,La Liga,2020-10-17,Getafe,Barcelona,1,0,H
20/21,La Liga,2020-10-17,Real Madrid,Cadiz,0,1,A
20/21,La Liga,2020-10-17,Celta,Ath Madrid,0,2,A
20/21,La Liga,2020-10-17,Granada,Sevilla,1,0,H
20/21,La Liga,2020-10-04,Levante,Real Madrid,0,2,A
20/21,La Liga,2020-10-04,Osasuna,Celta,2,0,H
20/21,La Liga,2020-10-04,Alaves,Ath Bilbao,1,0,H
20/21,La Liga,2020-10-04,Cadiz,Granada,1,1,D
20/21,La Liga,2020-10-04,Barcelona,Sevilla,1,1,D
20/21,La Liga,2020-10-03,Valencia,Betis,0,2,A
20/21,La Liga,2020-10-03,Sociedad,Getafe,3,0,H
20/21,La Liga,2020-10-03,Elche,Huesca,0,0,D
20/21,La Liga,2020-10-03,Ath Madrid,Villarreal,0,0,D
20/21,La Liga,2020-10-03,Valladolid,Eibar,1,2,A
20/21,La Liga,2020-10-01,Celta,Barcelona,0,3,A
20/21,La Liga,2020-10-01,Sevilla,Levante,1,0,H
20/21,La Liga,2020-10-01,Ath Bilbao,Cadiz,0,1,A
20/21,La Liga,2020-09-30,Huesca,Ath Madrid,0,0,D
20/21,La Liga,2020-09-30,Eibar,Elche,0,1,A
20/21,La Liga,2020-09-30,Villarreal,Alaves,3,1,H
20/21,La Liga,2020-09-30,Real Madrid,Valladolid,1,0,H
20/21,La Liga,2020-09-29,Getafe,Betis,3,0,H
20/21,La Liga,2020-09-29,Sociedad,Valencia,0,1,A
20/21,La Liga,2020-09-27,Barcelona,Villarreal,4,0,H
20/21,La Liga,2020-09-27,Valladolid,Celta,1,1,D
20/21,La Liga,2020-09-27,Cadiz,Sevilla,1,3,A
20/21,La Liga,2020-09-27,Ath Madrid,Granada,6,1,H
20/21,La Liga,2020-09-27,Eibar,Ath Bilbao,1,2,A
20/21,La Liga,2020-09-27,Osasuna,Levante,1,3,A
20/21,La Liga,2020-09-26,Betis,Real Madrid,2,3,A
20/21,La Liga,2020-09-26,Elche,Sociedad,0,3,A
20/21,La Liga,2020-09-26,Valencia,Huesca,1,1,D
20/21,La Liga,2020-09-26,Alaves,Getafe,0,0,D
20/21,La Liga,2020-09-20,Granada,Alaves,2,1,H
20/21,La Liga,2020-09-20,Huesca,Cadiz,0,2,A
20/21,La Liga,2020-09-20,Betis,Valladolid,2,0,H
20/21,La Liga,2020-09-20,Sociedad,Real Madrid,0,0,D
20/21,La Liga,2020-09-19,Celta,Valencia,2,1,H
20/21,La Liga,2020-09-19,Getafe,Osasuna,1,0,H
20/21,La Liga,2020-09-19,Villarreal,Eibar,2,1,H
20/21,La Liga,2020-09-13,Valencia,Levante,4,2,H
20/21,La Liga,2020-09-13,Villarreal,Huesca,1,1,D
20/21,La Liga,2020-09-13,Valladolid,Sociedad,1,1,D
20/21,La Liga,2020-09-13,Alaves,Betis,0,1,A
20/21,La Liga,2020-09-12,Cadiz,Osasuna,0,2,A
20/21,La Liga,2020-09-12,Granada,Ath Bilbao,2,0,H
20/21,La Liga,2020-09-12,Eibar,Celta,0,0,D
19/20,La Liga,2020-07-19,Espanol,Celta,0,0,D
19/20,La Liga,2020-07-19,Alaves,Barcelona,0,5,A
19/20,La Liga,2020-07-19,Valladolid,Betis,2,0,H
19/20,La Liga,2020-07-19,Villarreal,Eibar,4,0,H
19/20,La Liga,2020-07-19,Ath Madrid,Sociedad,1,1,D
19/20,La Liga,2020-07-19,Levante,Getafe,1,0,H
